sku;base_image;small_image;store_view_code;attribute_set_code;product_type;categories;product_websites;name;description;short_description;weight;product_online;tax_class_name;visibility;price;special_price;special_price_from_date;special_price_to_date;url_key;meta_title;meta_keywords;meta_description;created_at;updated_at;new_from_date;new_to_date;display_product_options_in;map_price;msrp_price;map_enabled;gift_message_available;custom_design;custom_design_from;custom_design_to;custom_layout_update;page_layout;product_options_container;msrp_display_actual_price_type;country_of_manufacture;additional_attributes;qty;out_of_stock_qty;use_config_min_qty;is_qty_decimal;allow_backorders;use_config_backorders;min_cart_qty;use_config_min_sale_qty;max_cart_qty;use_config_max_sale_qty;is_in_stock;notify_on_stock_below;use_config_notify_stock_qty;manage_stock;use_config_manage_stock;use_config_qty_increments;qty_increments;use_config_enable_qty_inc;enable_qty_increments;is_decimal_divided;website_id;deferred_stock_update;use_config_deferred_stock_update;related_skus;crosssell_skus;upsell_skus;hide_from_product_page;custom_options;bundle_price_type;bundle_sku_type;bundle_price_view;bundle_weight_type;bundle_values;associated_skus
538;http://static.aptekagemini.pl/media/products/6_/e_/8_/6e84219a1a7503dd246436f/images/thumbnail/large_1489482553apteka_internetowa_gemini_calcium_300_czyste_hypoalergiczne_20_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/6_/e_/8_/6e84219a1a7503dd246436f/images/thumbnail/large_1489482553apteka_internetowa_gemini_calcium_300_czyste_hypoalergiczne_20_tabletek_musuj-cych.jpg;;Default;simple;Default Category/alergia i katar sienny/wapń;base;Calcium 300 czyste hypoalergiczne, 20 tabletek musujących;Produkt w postaci tabletek musujących, przeznaczony jest do uzupełnienia diety w wapń. Tabletki musują delikatnie, dzięki czemu nie podrażniają przewodu pokarmowego.;;1;1;Taxable Goods;Catalog, Search;2.98;;;;537;Calcium 300 czyste hypoalergiczne, 20 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
539;http://static.aptekagemini.pl/media/products/6_/6_/9_/669fb79f57f91425b564fd7/images/thumbnail/large_1495632879apteka_internetowa_gemini_calcium_300__witamina_c_poziomkowe_20_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/6_/6_/9_/669fb79f57f91425b564fd7/images/thumbnail/large_1495632879apteka_internetowa_gemini_calcium_300__witamina_c_poziomkowe_20_tabletek_musuj-cych.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium 300 + witamina C poziomkowe, 20 tabletek musujących;Calcium + witamina C to tabletki musujące o smaku pomarańczowym. Składniki suplementu diety pokrywają w 1/3 zapotrzebowanie dorosłego człowieka na wapń i w 75% na witaminę C.;;1;1;Taxable Goods;Catalog, Search;2.89;;;;538;Calcium 300 + witamina C poziomkowe, 20 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
540;http://static.aptekagemini.pl/media/products/8_/3_/8_/83852499955f208986eb28647af09a57/images/thumbnail/large_1495632833apteka_internetowa_gemini_calcium_300__witamina_c_cytrynowe_20_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/8_/3_/8_/83852499955f208986eb28647af09a57/images/thumbnail/large_1495632833apteka_internetowa_gemini_calcium_300__witamina_c_cytrynowe_20_tabletek_musuj-cych.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium 300 + witamina C cytrynowe, 20 tabletek musujących;Calcium + witamina C to tabletki musujące o smaku cytrynowym. Składniki suplementu diety pokrywają w 1/3 zapotrzebowanie dorosłego człowieka na wapń i w 75% na witaminę C.;;1;1;Taxable Goods;Catalog, Search;2.89;;;;539;Calcium 300 + witamina C cytrynowe, 20 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
541;http://static.aptekagemini.pl/media/products/5_/2_/6_/526cc0f2511ab93dfb99f2f/images/thumbnail/large_1489483259apteka_internetowa_gemini_calcium_300_smak_pomara-czowy_20_tabletek.jpg;http://static.aptekagemini.pl/media/products/5_/2_/6_/526cc0f2511ab93dfb99f2f/images/thumbnail/large_1489483259apteka_internetowa_gemini_calcium_300_smak_pomara-czowy_20_tabletek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium 300, smak pomarańczowy, 20 tabletek;Calcium 300 czyste hypoalergiczne - suplement diety przeznaczony jako uzupełnienie codziennej diety w wapń.;;1;1;Taxable Goods;Catalog, Search;3.29;;;;540;Calcium 300, smak pomarańczowy, 20 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
542;http://static.aptekagemini.pl/media/products/5_/d_/7_/5d76e989ac965d73624ede590fb8026c/images/thumbnail/large_1500022182apteka_internetowa_gemini_calcium_300_alergo_-wapnowit_c-_20_tabletek.jpg;http://static.aptekagemini.pl/media/products/5_/d_/7_/5d76e989ac965d73624ede590fb8026c/images/thumbnail/large_1500022182apteka_internetowa_gemini_calcium_300_alergo_-wapnowit_c-_20_tabletek.jpg;;Default;simple;Default Category/alergia i katar sienny/wapń;base;Calcium 300 Alergo (Wapnowit C), 20 tabletek;Calcium Alergo to musujące tabletki zawierające wapń i witaminę C o smaku pomarańczowym. Polecany osobom mającym zwiększone zapotrzebowanie na wapń.;;1;1;Taxable Goods;Catalog, Search;2.99;;;;541;Calcium 300 Alergo (Wapnowit C), 20 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
543;http://static.aptekagemini.pl/media/products/2_/d_/6_/2d6647d9e070b9a67cad5d9a2dd3bfb6/images/thumbnail/large_1494509948apteka_internetowa_gemini_calcium_300__kwercetyna_duoalergo_20_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/2_/d_/6_/2d6647d9e070b9a67cad5d9a2dd3bfb6/images/thumbnail/large_1494509948apteka_internetowa_gemini_calcium_300__kwercetyna_duoalergo_20_tabletek_musuj-cych.jpg;;Default;simple;Default Category/alergia i katar sienny/wapń;base;Calcium 300 + Kwercetyna DuoAlergo, 20 tabletek musujących;Składniki suplementu Calcium Duo Alergo wspomagają prawidłowe funkcjonowanie organizmu. Calcium Duo Alergo zawiera wysoką dawkę wapnia. Skład dodatkowo wzbogaca kwercetyna.;;1;1;Taxable Goods;Catalog, Search;3.29;;;;542;Calcium 300 + Kwercetyna DuoAlergo, 20 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
544;http://static.aptekagemini.pl/media/products/4_/6_/e_/46e8177d0c5dbf1d21df59b/images/thumbnail/large_1502451998apteka_internetowa_gemini_calcium_300mg_z_kwercetyn-_apteo_20_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/4_/6_/e_/46e8177d0c5dbf1d21df59b/images/thumbnail/large_1502451998apteka_internetowa_gemini_calcium_300mg_z_kwercetyn-_apteo_20_tabletek_musuj-cych.jpg;;Default;simple;Default Category/alergia i katar sienny/wapń;base;Calcium 300mg z kwercetyną, Apteo, 20 tabletek musujących;Suplement diety zawiera w swoim składzie wapń i kwercetynę.;;1;1;Taxable Goods;Catalog, Search;4.09;;;;543;Calcium 300mg z kwercetyną, Apteo, 20 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
545;http://static.aptekagemini.pl/media/products/2_/d_/2_/2d264bbcfa884db2920a58f5d856cd74/images/thumbnail/large_apteka_internetowa_gemini_calcium_alergino_buzzzuj-ce_smak_pomara-czowy_24_tabletki_musuj-ce.jpg;http://static.aptekagemini.pl/media/products/2_/d_/2_/2d264bbcfa884db2920a58f5d856cd74/images/thumbnail/large_apteka_internetowa_gemini_calcium_alergino_buzzzuj-ce_smak_pomara-czowy_24_tabletki_musuj-ce.jpg;;Default;simple;Default Category/alergia i katar sienny/wapń;base;Calcium Alergino Buzzzujące, smak pomarańczowy, 24 tabletki musujące;Suplement diety uzupełnia dietę w wapń, kwercetynę i cynk, które wspierają prawidłową pracę układu odpornościowego.;;1;1;Taxable Goods;Catalog, Search;4.19;;;;544;Calcium Alergino Buzzzujące, smak pomarańczowy, 24 tabletki musujące;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
546;http://static.aptekagemini.pl/media/products/d_/6_/e_/d6e4669df9e24e58d697910403d3564c/images/thumbnail/large_1495627477apteka_internetowa_gemini_calcium_500d_30_saszetek.jpg;http://static.aptekagemini.pl/media/products/d_/6_/e_/d6e4669df9e24e58d697910403d3564c/images/thumbnail/large_1495627477apteka_internetowa_gemini_calcium_500d_30_saszetek.jpg;;Default;simple;mięśnie, kości, mięśnie, kości/osteoporoza;base;Calcium 500D, 30 saszetek;;;1;1;Taxable Goods;Catalog, Search;17.39;;;;545;Calcium 500D, 30 saszetek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
547;http://static.aptekagemini.pl/media/products/7_/0_/6_/7062be36d38a2f9381d57a3d939f4446/images/thumbnail/large_1506080935apteka_internetowa_gemini_calcium_alergo_plus_smak_pomara-czowy_16_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/7_/0_/6_/7062be36d38a2f9381d57a3d939f4446/images/thumbnail/large_1506080935apteka_internetowa_gemini_calcium_alergo_plus_smak_pomara-czowy_16_tabletek_musuj-cych.jpg;;Default;simple;Default Category/alergia i katar sienny/wapń;base;Calcium Alergo Plus, smak pomarańczowy, 16 tabletek musujących;Suplement diety to kompozycja trzech składników: wapnia, cynku oraz związku pochodzenia roślinnego z grupy flawonoidów: kwercetyny. Wapń przyczynia się do prawidłowego krzepnięcia krwi. Jest potrzebny do utrzymania zdrowych kości i zębów. Pomaga w utrzymaniu prawidłowego przekaźnictwa nerwowego. Cynk pomaga w prawidłowym funkcjonowaniu układu odpornościowego, pomaga zachować zdrową skórę, włosy i paznokcie. Kwercetyna  jest związkiem pochodzenia roślinnego z grupy flawonoidów. Występuje naturalnie w wielu owocach i warzywach (cebula, brokuły, winogrona).;;1;1;Taxable Goods;Catalog, Search;3.89;;;;546;Calcium Alergo Plus, smak pomarańczowy, 16 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
548;http://static.aptekagemini.pl/media/products/3_/8_/c_/38c4a5750811cab9ee218eec6656d937/images/thumbnail/large_1496830492apteka_internetowa_gemini_calcium_alergo_z_pachnotk-_20_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/3_/8_/c_/38c4a5750811cab9ee218eec6656d937/images/thumbnail/large_1496830492apteka_internetowa_gemini_calcium_alergo_z_pachnotk-_20_tabletek_musuj-cych.jpg;;Default;simple;Default Category/alergia i katar sienny/wapń;base;Calcium Alergo z Pachnotką, 20 tabletek musujących;Calcium Alergo z pachnotką i kwercetyną to tabletki musujące zwierające wapń, kwercetynę, witaminę D3 oraz pachnotkę zwyczajną, przeznaczone dla osób dorosłych , mających zwiększone zapotrzebowanie;;1;1;Taxable Goods;Catalog, Search;4.39;;;;547;Calcium Alergo z Pachnotką, 20 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
549;http://static.aptekagemini.pl/media/products/e_/7_/b_/e7b1fe4299618249a76724cf2ce0676b/images/thumbnail/large_1502718302apteka_internetowa_gemini_calcium_500d_60_saszetek.jpg;http://static.aptekagemini.pl/media/products/e_/7_/b_/e7b1fe4299618249a76724cf2ce0676b/images/thumbnail/large_1502718302apteka_internetowa_gemini_calcium_500d_60_saszetek.jpg;;Default;simple;mięśnie, kości, mięśnie, kości/osteoporoza;base;Calcium 500D, 60 saszetek;;;1;1;Taxable Goods;Catalog, Search;29.58;;;;548;Calcium 500D, 60 saszetek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
550;http://static.aptekagemini.pl/media/products/e_/4_/e_/e4e01febf39944458343544/images/thumbnail/large_1483522512apteka_internetowa_gemini_calcium_350mg_z_witamin-_c_250mg_18_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/e_/4_/e_/e4e01febf39944458343544/images/thumbnail/large_1483522512apteka_internetowa_gemini_calcium_350mg_z_witamin-_c_250mg_18_tabletek_musuj-cych.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium 350mg z witaminą C 250mg, 18 tabletek musujących;Produkt z podwyższoną dawką witaminy C i jonów Ca++ przeznaczony jest do uzupełnienia diety w wapń. Stworzony na bazie mleczanu wapnia dzięki czemu charakteryzuje się łatwą przyswajalnością.;;1;1;Taxable Goods;Catalog, Search;3.89;;;;549;Calcium 350mg z witaminą C 250mg, 18 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
551;http://static.aptekagemini.pl/media/products/5_/8_/3_/5838cbd06a8ce7d264210f2/images/thumbnail/large_1507201177apteka_internetowa_gemini_calcium_300mg_z_witamin-_c_apteo_smak_pomara-czowy_20_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/5_/8_/3_/5838cbd06a8ce7d264210f2/images/thumbnail/large_1507201177apteka_internetowa_gemini_calcium_300mg_z_witamin-_c_apteo_smak_pomara-czowy_20_tabletek_musuj-cych.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium 300mg z witaminą C, Apteo, smak pomarańczowy, 20 tabletek musujących;Preparat wskazany w sytuacjach zwiększonego zapotrzebowania na wapń i witaminę C.;;1;1;Taxable Goods;Catalog, Search;4.33;;;;550;Calcium 300mg z witaminą C, Apteo, smak pomarańczowy, 20 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
552;http://static.aptekagemini.pl/media/products/8_/2_/2_/822f41e01bf1b46d1c2bf509049cf4bf/images/thumbnail/large_apteka_internetowa_gemini_calcium_gold_osteo_60_tabletek.jpg;http://static.aptekagemini.pl/media/products/8_/2_/2_/822f41e01bf1b46d1c2bf509049cf4bf/images/thumbnail/large_apteka_internetowa_gemini_calcium_gold_osteo_60_tabletek.jpg;;Default;simple;mięśnie, kości, mięśnie, kości/osteoporoza;base;Calcium Gold Osteo, 60 tabletek;Suplement diety stanowi uzupełnienie codziennej diety w wapń i witaminę D. Wapń i Witamina D biorą udział w utrzymaniu prawidłowego przekaźnictwa nerwowego oraz pozytywnie wpływa na funkcjonowanie mięśni. Witamina D wspomaga wchłanianie i wykorzystanie wpania i fosforu oraz utrzymanie prawidłowego stężenia wapnia we krwi.;;1;1;Taxable Goods;Catalog, Search;6.89;;;;551;Calcium Gold Osteo, 60 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
553;http://static.aptekagemini.pl/media/products/0_/1_/7_/0177f70f6a445fcb6a9fe904861ea8c3/images/thumbnail/large_apteka_internetowa_gemini_calcium_c_polfa_--d-_smak_cytrynowy_16_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/0_/1_/7_/0177f70f6a445fcb6a9fe904861ea8c3/images/thumbnail/large_apteka_internetowa_gemini_calcium_c_polfa_--d-_smak_cytrynowy_16_tabletek_musuj-cych.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium C Polfa Łódź, smak cytrynowy, 16 tabletek musujących;Produkt stanowi uzupełnienie codziennej diety w wapń i witaminę C.;;1;1;Taxable Goods;Catalog, Search;3.39;;;;552;Calcium C Polfa Łódź, smak cytrynowy, 16 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
554;http://static.aptekagemini.pl/media/products/1_/9_/b_/19bab2200a1a8872bc9627c5a628f73a/images/thumbnail/large_1489751537apteka_internetowa_gemini_calcium_hasco_allergy_syrop_bezsmakowy_150ml.jpg;http://static.aptekagemini.pl/media/products/1_/9_/b_/19bab2200a1a8872bc9627c5a628f73a/images/thumbnail/large_1489751537apteka_internetowa_gemini_calcium_hasco_allergy_syrop_bezsmakowy_150ml.jpg;;Default;simple;Default Category/alergia i katar sienny/wapń;base;Calcium Hasco, Allergy, syrop bezsmakowy, 150ml;;;1;1;Taxable Goods;Catalog, Search;7.59;;;;553;Calcium Hasco, Allergy, syrop bezsmakowy, 150ml;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
555;http://static.aptekagemini.pl/media/products/2_/7_/4_/274055a75e7c8caa4f4e215/images/thumbnail/large_1499362583apteka_internetowa_gemini_calcium_gluconicum_50_tabletek.jpg;http://static.aptekagemini.pl/media/products/2_/7_/4_/274055a75e7c8caa4f4e215/images/thumbnail/large_1499362583apteka_internetowa_gemini_calcium_gluconicum_50_tabletek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium gluconicum, 50 tabletek;;;1;1;Taxable Goods;Catalog, Search;6.89;;;;554;Calcium gluconicum, 50 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
556;http://static.aptekagemini.pl/media/products/d_/7_/9_/d79d93a700840d087e1365ea3445cd29/images/thumbnail/large_apteka_internetowa_gemini_calcium_c_polfa_--d-_smak_pomara-czowy_16_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/d_/7_/9_/d79d93a700840d087e1365ea3445cd29/images/thumbnail/large_apteka_internetowa_gemini_calcium_c_polfa_--d-_smak_pomara-czowy_16_tabletek_musuj-cych.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium C Polfa Łódź, smak pomarańczowy, 16 tabletek musujących;Produkt stanowi uzupełnienie codziennej diety w wapń i witaminę C.;;1;1;Taxable Goods;Catalog, Search;3.39;;;;555;Calcium C Polfa Łódź, smak pomarańczowy, 16 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
557;http://static.aptekagemini.pl/media/products/d_/5_/c_/d5cab79737020715354d46d/images/thumbnail/large_1489221414apteka_internetowa_gemini_calcium_gluconicum_hasco_50_tabletek.jpg;http://static.aptekagemini.pl/media/products/d_/5_/c_/d5cab79737020715354d46d/images/thumbnail/large_1489221414apteka_internetowa_gemini_calcium_gluconicum_hasco_50_tabletek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium gluconicum, Hasco, 50 tabletek;Preparat stosuje się jako uzupełnienie diety w stanach niedoboru wapnia w organizmie oraz w stanach wzmożonego zapotrzebowania na wapń.;;1;1;Taxable Goods;Catalog, Search;4.89;;;;556;Calcium gluconicum, Hasco, 50 tabletek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
558;http://static.aptekagemini.pl/media/products/1_/3_/4_/134e74a6bd57881683e4abf34910f1c5/images/thumbnail/large_apteka_internetowa_gemini_calcium_c_polfa_--d-_smak_malinowy_16_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/1_/3_/4_/134e74a6bd57881683e4abf34910f1c5/images/thumbnail/large_apteka_internetowa_gemini_calcium_c_polfa_--d-_smak_malinowy_16_tabletek_musuj-cych.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium C Polfa Łódź, smak malinowy, 16 tabletek musujących;Produkt stanowi uzupełnienie codziennej diety w wapń i witaminę C.;;1;1;Taxable Goods;Catalog, Search;3.39;;;;557;Calcium C Polfa Łódź, smak malinowy, 16 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
559;http://static.aptekagemini.pl/media/products/0_/e_/f_/0ef37b919b06b450ce48b57/images/thumbnail/large_1479999496apteka_internetowa_gemini_calcium_krystalicznie_czyste_20_saszetek.jpg;http://static.aptekagemini.pl/media/products/0_/e_/f_/0ef37b919b06b450ce48b57/images/thumbnail/large_1479999496apteka_internetowa_gemini_calcium_krystalicznie_czyste_20_saszetek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium Krystalicznie Czyste, 20 saszetek;Calcium Krystalicznie Czyste przeznaczone jest w celu uzupełnienia diety w wapń, szczególnie dla osób uczulonych na niektóre substancje dodatkowe występujące w tabletkach musujących.;;1;1;Taxable Goods;Catalog, Search;3.98;;;;558;Calcium Krystalicznie Czyste, 20 saszetek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
560;http://static.aptekagemini.pl/media/products/5_/0_/a_/50aa136cfa800a4e1c10b80de04b2c79/images/thumbnail/large_apteka_internetowa_gemini_calcium_i_magnesium_swanson_60_kapsu-ek.jpg;http://static.aptekagemini.pl/media/products/5_/0_/a_/50aa136cfa800a4e1c10b80de04b2c79/images/thumbnail/large_apteka_internetowa_gemini_calcium_i_magnesium_swanson_60_kapsu-ek.jpg;;Default;simple;Default Category/witaminy i mikroelementy/dla dorosłych;base;Calcium i Magnesium, SWANSON, 60 kapsułek;Suplement diety zawiera opatentowane formy chelatu magnezu (diglicynian magnezu) i chelatu wapnia (diglicynian wapnia), które są jednymi z najlepiej bioprzyswajalnych form mineralnych.;;1;1;Taxable Goods;Catalog, Search;27.99;;;;559;Calcium i Magnesium, SWANSON, 60 kapsułek;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
561;http://static.aptekagemini.pl/media/products/4_/d_/0_/4d0aebc525435ef7ddc12b9/images/thumbnail/large_1503464799apteka_internetowa_gemini_calcium_z_witamin-_c_apteo_smak_pomara-czowy_12_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/4_/d_/0_/4d0aebc525435ef7ddc12b9/images/thumbnail/large_1503464799apteka_internetowa_gemini_calcium_z_witamin-_c_apteo_smak_pomara-czowy_12_tabletek_musuj-cych.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium z witaminą C, Apteo, smak pomarańczowy, 12 tabletek musujących;Wapń jest niezbędny do budowy kości i zębów, wspiera prawidłowe funkcjonowanie układu nerwowego i mięśni oraz bierze udział w procesie krzepnięcia krwi. Witamina C wspiera układ odpornościowy i układ nerwowy. Zmniejsza uczucie przemęczenia.;;1;1;Taxable Goods;Catalog, Search;3.59;;;;560;Calcium z witaminą C, Apteo, smak pomarańczowy, 12 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
562;http://static.aptekagemini.pl/media/products/0_/d_/2_/0d279ccca20303319b485fe03aad95d6/images/thumbnail/large_1507106618apteka_internetowa_gemini_calcium_teva_122_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/0_/d_/2_/0d279ccca20303319b485fe03aad95d6/images/thumbnail/large_1507106618apteka_internetowa_gemini_calcium_teva_122_tabletek_musuj-cych.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium TEVA, 12+2 tabletek musujących;Wapń  w sezonie alergicznym wzmacnia naczynia krwionośne.;;1;1;Taxable Goods;Catalog, Search;3.49;;;;561;Calcium TEVA, 12+2 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
563;http://static.aptekagemini.pl/media/products/f_/5_/9_/f5906bf53bb481456422408f452671dd/images/thumbnail/large_1496917355apteka_internetowa_gemini_calcium_w_folii_12_tabletek_musuj-cych.jpg;http://static.aptekagemini.pl/media/products/f_/5_/9_/f5906bf53bb481456422408f452671dd/images/thumbnail/large_1496917355apteka_internetowa_gemini_calcium_w_folii_12_tabletek_musuj-cych.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium w folii, 12 tabletek musujących;Preparat uzupełniający codzienną dietę w wapń. Wapń jest podstawowym składnikiem mineralnym organizmu. Wapń pomaga w prawidłowym funkcjonowaniu mięśni, przyczynia się do prawidłowego krzepnięcia krwi. Jest niezbędny do utrzymania zdrowych kości i zębów. Pomaga w utrzymaniu prawidłowego przekaźnictwa nerwowego.;;1;1;Taxable Goods;Catalog, Search;2.48;;;;562;Calcium w folii, 12 tabletek musujących;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
564;http://static.aptekagemini.pl/media/products/5_/d_/e_/5dee81fff8514cbea0cdda4/images/thumbnail/large_1502452464apteka_internetowa_gemini_calcium_w_folii_apteo_12_tabletek_musujacych.jpg;http://static.aptekagemini.pl/media/products/5_/d_/e_/5dee81fff8514cbea0cdda4/images/thumbnail/large_1502452464apteka_internetowa_gemini_calcium_w_folii_apteo_12_tabletek_musujacych.jpg;;Default;simple;Default Category/witaminy i mikroelementy/wapń;base;Calcium w folii, Apteo, 12 tabletek musujacych;Wapń jest niezbędny do budowy kości i zębów, wspiera prawidłowe funkcjonowanie układu nerwowego i mięśni oraz bierze udział w procesie krzepnięcia krwi. Ponadto wspiera właściwe funkcjonowanie enzymów trawiennych.;;1;1;Taxable Goods;Catalog, Search;3.39;;;;563;Calcium w folii, Apteo, 12 tabletek musujacych;meta;meta description;;;;;Block after Info Column;;;;;;;;;;;Use config;;;100;0;1;0;0;1;1;0;0;1;1;;1;0;1;1;0;1;0;0;1;0;1;;;;;;;;;;;
